BoS_end_time,ticker,win/loss,sum_profits
3/30/2024 21:00,KNCUSDT,-0.0223,-9.0624
3/30/2024 21:00,AXSUSDT,-0.0262,-9.0886
3/30/2024 21:00,BAKEUSDT,-0.03,-9.1186
3/30/2024 21:00,DODOXUSDT,-0.0212,-9.1398
3/30/2024 21:00,STORJUSDT,-0.0209,-9.1607
3/30/2024 21:00,BCHUSDT,-0.0264,-9.1871
3/30/2024 21:15,JOEUSDT,-0.0251,-9.2122
3/30/2024 21:30,NFPUSDT,-0.02,-9.2322
3/30/2024 21:30,NMRUSDT,-0.0204,-9.2526
3/30/2024 21:30,BIGTIMEUSDT,-0.0203,-9.2729
3/30/2024 21:30,WAXPUSDT,-0.0245,-9.2974
3/30/2024 21:30,ONEUSDT,-0.0218,-9.3192
3/30/2024 23:15,APEUSDT,-0.0327,-9.3519
3/30/2024 23:15,SKLUSDT,-0.0306,-9.3825
3/30/2024 23:15,SNXUSDT,-0.0227,-9.4052
3/30/2024 23:15,OPUSDT,-0.0248,-9.43
3/30/2024 23:15,MAGICUSDT,-0.0219,-9.4519
3/30/2024 23:15,WLDUSDT,-0.023,-9.4749
3/30/2024 23:15,LINAUSDT,-0.0231,-9.498
3/30/2024 23:15,KLAYUSDT,-0.0209,-9.5189
3/30/2024 23:15,SNTUSDT,-0.032,-9.5509
3/30/2024 23:15,AVAXUSDT,-0.0235,-9.5744
3/30/2024 23:15,ZENUSDT,-0.0283,-9.6027
3/31/2024 0:00,IDUSDT,-0.0294,-9.6321
3/31/2024 0:45,STORJUSDT,-0.0228,-9.6549
3/31/2024 2:15,STXUSDT,-0.0212,-9.6761
3/31/2024 5:00,RENUSDT,-0.0202,-9.6963
3/31/2024 5:15,DASHUSDT,0.0487,-9.6476
3/31/2024 7:45,1000SHIBUSDT,-0.0215,-9.6691
3/31/2024 7:45,CKBUSDT,0.0433,-9.6258
3/31/2024 8:00,PHBUSDT,-0.0202,-9.646
3/31/2024 8:15,FLOWUSDT,-0.02,-9.666
3/31/2024 8:15,OXTUSDT,-0.0202,-9.6862
3/31/2024 9:15,LINAUSDT,0.0434,-9.6428
3/31/2024 9:15,DOTUSDT,-0.0245,-9.6673
3/31/2024 9:45,FTMUSDT,0.043,-9.6243
3/31/2024 9:45,MAVUSDT,0.0398,-9.5845
3/31/2024 10:30,DOTUSDT,-0.0239,-9.6084
3/31/2024 10:30,COTIUSDT,-0.0201,-9.6285
3/31/2024 11:30,KAVAUSDT,0.0486,-9.5799
3/31/2024 11:45,WOOUSDT,0.0461,-9.5338
3/31/2024 11:45,BAKEUSDT,0.0413,-9.4925
3/31/2024 12:00,COTIUSDT,-0.0212,-9.5137
3/31/2024 13:30,SSVUSDT,-0.0204,-9.5341
3/31/2024 15:45,KAVAUSDT,0.0492,-9.4849
3/31/2024 16:00,PHBUSDT,-0.0221,-9.507
3/31/2024 16:00,THETAUSDT,0.0385,-9.4685
3/31/2024 17:30,BLURUSDT,0.0469,-9.4216
3/31/2024 18:15,TIAUSDT,0.0482,-9.3734
3/31/2024 18:15,APTUSDT,0.0464,-9.327
3/31/2024 18:30,SNXUSDT,-0.0214,-9.3484
3/31/2024 18:30,LUNA2USDT,-0.02,-9.3684
3/31/2024 20:00,ALICEUSDT,-0.0244,-9.3928
3/31/2024 20:00,PHBUSDT,-0.021,-9.4138
3/31/2024 20:30,NMRUSDT,-0.023,-9.4368
3/31/2024 20:30,KAVAUSDT,0.0424,-9.3944
3/31/2024 23:15,MAGICUSDT,0.0444,-9.35
3/31/2024 23:15,SOLUSDT,-0.0262,-9.3762
4/1/2024 0:00,UNIUSDT,0.0473,-9.3289
4/1/2024 0:00,FILUSDT,-0.0242,-9.3531
4/1/2024 0:30,NTRNUSDT,-0.0223,-9.3754
4/1/2024 1:00,AXLUSDT,0.049,-9.3264
4/1/2024 1:15,SOLUSDT,-0.0275,-9.3539
4/1/2024 3:15,AMBUSDT,0.0481,-9.3058
4/1/2024 3:15,SPELLUSDT,0.0478,-9.258
4/1/2024 3:15,GLMUSDT,0.0488,-9.2092
4/1/2024 3:45,CELOUSDT,-0.0237,-9.2329
4/1/2024 4:45,ETHUSDT,0.0499,-9.183
4/1/2024 4:45,SUSHIUSDT,0.0498,-9.1332
4/1/2024 5:15,WIFUSDT,0.0371,-9.0961
4/1/2024 5:15,FETUSDT,0.0495,-9.0466
4/1/2024 5:30,UNIUSDT,0.0363,-9.0103
4/1/2024 5:30,ADAUSDT,0.0233,-8.987
4/1/2024 10:15,SOLUSDT,0.0493,-8.9377
4/1/2024 10:15,ETCUSDT,-0.0249,-8.9626
4/1/2024 10:15,OGNUSDT,0.0467,-8.9159
4/1/2024 11:45,FLMUSDT,-0.0243,-8.9402
4/1/2024 11:45,HOTUSDT,-0.0251,-8.9653
4/1/2024 12:15,MEMEUSDT,0.0398,-8.9255
4/1/2024 14:00,LTCUSDT,0.0416,-8.8839
4/1/2024 18:00,KAVAUSDT,-0.023,-8.9069
4/2/2024 8:00,KNCUSDT,0.0457,-8.8612
4/2/2024 8:00,SUSHIUSDT,0.0452,-8.816
4/2/2024 8:45,TWTUSDT,-0.0253,-8.8413
4/2/2024 8:45,TRXUSDT,-0.022,-8.8633
4/2/2024 11:15,SFPUSDT,-0.0213,-8.8846
4/2/2024 11:15,SOLUSDT,-0.0301,-8.9147
4/2/2024 13:15,ETHUSDT,-0.0241,-8.9388
4/2/2024 13:15,TRXUSDT,-0.0244,-8.9632
4/2/2024 15:30,AUCTIONUSDT,0.0473,-8.9159
4/2/2024 22:00,SKLUSDT,-0.025,-8.9409
4/2/2024 22:30,DYMUSDT,-0.0251,-8.966
4/3/2024 5:15,RENUSDT,-0.0218,-8.9878
4/3/2024 6:00,ONEUSDT,-0.0233,-9.0111
4/3/2024 6:00,ZETAUSDT,-0.0279,-9.039
4/3/2024 6:00,PERPUSDT,-0.0215,-9.0605
4/3/2024 6:00,FLMUSDT,-0.02,-9.0805
4/3/2024 6:00,ACHUSDT,0.0458,-9.0347
4/3/2024 6:00,VETUSDT,-0.0227,-9.0574
4/3/2024 6:00,LRCUSDT,-0.023,-9.0804
4/3/2024 6:15,ENJUSDT,-0.0253,-9.1057
4/3/2024 6:15,CHRUSDT,-0.0292,-9.1349
4/3/2024 6:15,STGUSDT,-0.0236,-9.1585
4/3/2024 6:15,SFPUSDT,0.0326,-9.1259
4/3/2024 6:15,AIUSDT,-0.0237,-9.1496
4/3/2024 6:15,ONGUSDT,-0.0217,-9.1713
4/3/2024 6:15,HOOKUSDT,-0.0201,-9.1914
4/3/2024 6:15,POWRUSDT,-0.0223,-9.2137
4/3/2024 6:15,NTRNUSDT,-0.0241,-9.2378
4/3/2024 6:15,LSKUSDT,-0.0207,-9.2585
4/3/2024 6:15,CRVUSDT,-0.02,-9.2785
4/3/2024 6:15,STORJUSDT,-0.02,-9.2985
4/3/2024 6:15,1000LUNCUSDT,-0.0206,-9.3191
4/3/2024 6:15,ARBUSDT,-0.0228,-9.3419
4/3/2024 6:45,BEAMXUSDT,-0.0212,-9.3631
4/3/2024 6:45,CELRUSDT,-0.0224,-9.3855
4/3/2024 6:45,COTIUSDT,-0.0213,-9.4068
4/3/2024 6:45,TRXUSDT,-0.0204,-9.4272
4/3/2024 7:00,COMPUSDT,-0.0202,-9.4474
4/3/2024 7:00,HBARUSDT,-0.0215,-9.4689
4/3/2024 7:00,ALICEUSDT,-0.0216,-9.4905
4/3/2024 7:00,STRKUSDT,-0.0215,-9.512
4/3/2024 7:15,PIXELUSDT,-0.0217,-9.5337
4/3/2024 8:30,CAKEUSDT,-0.0202,-9.5539
4/3/2024 8:30,APEUSDT,-0.0274,-9.5813
4/3/2024 8:30,ENJUSDT,-0.023,-9.6043
4/3/2024 8:30,RONINUSDT,-0.0258,-9.6301
4/3/2024 8:30,XLMUSDT,-0.0298,-9.6599
4/3/2024 8:30,GRTUSDT,-0.0238,-9.6837
4/3/2024 8:30,OMGUSDT,-0.0241,-9.7078
4/3/2024 8:30,SFPUSDT,-0.0235,-9.7313
4/3/2024 8:30,ACEUSDT,-0.0206,-9.7519
4/3/2024 8:30,GMXUSDT,-0.0283,-9.7802
4/3/2024 8:30,AAVEUSDT,-0.0246,-9.8048
4/3/2024 8:30,WLDUSDT,-0.026,-9.8308
4/3/2024 8:30,LPTUSDT,-0.0317,-9.8625
4/3/2024 8:30,SPELLUSDT,-0.0229,-9.8854
4/3/2024 8:30,1000SATSUSDT,-0.0241,-9.9095
4/3/2024 8:30,SLPUSDT,-0.0217,-9.9312
4/3/2024 8:30,ONGUSDT,-0.0219,-9.9531
4/3/2024 8:30,CVXUSDT,-0.023,-9.9761
4/3/2024 8:30,UMAUSDT,-0.03,-10.0061
4/3/2024 8:30,STMXUSDT,-0.0249,-10.031
4/3/2024 8:30,BNBUSDT,-0.024,-10.055
4/3/2024 8:30,POWRUSDT,-0.0299,-10.0849
4/3/2024 8:30,NTRNUSDT,-0.0216,-10.1065
4/3/2024 8:30,SUPERUSDT,-0.0339,-10.1404
4/3/2024 8:30,AGLDUSDT,0.0422,-10.0982
4/3/2024 8:30,ARPAUSDT,-0.0318,-10.13
4/3/2024 8:30,BLURUSDT,-0.0214,-10.1514
4/3/2024 8:30,FLMUSDT,-0.0259,-10.1773
4/3/2024 8:30,MDTUSDT,-0.0202,-10.1975
4/3/2024 8:30,AXSUSDT,-0.0236,-10.2211
4/3/2024 8:30,ROSEUSDT,-0.023,-10.2441
4/3/2024 8:30,LOOMUSDT,-0.0239,-10.268
4/3/2024 8:30,IDEXUSDT,-0.0239,-10.2919
4/3/2024 8:30,TLMUSDT,-0.0212,-10.3131
4/3/2024 8:30,KASUSDT,-0.0256,-10.3387
4/3/2024 8:30,XAIUSDT,-0.0226,-10.3613
4/3/2024 8:30,ALGOUSDT,-0.0266,-10.3879
4/3/2024 8:30,KSMUSDT,-0.0317,-10.4196
4/3/2024 8:30,GALAUSDT,-0.0305,-10.4501
4/3/2024 8:30,ALPHAUSDT,-0.0252,-10.4753
4/3/2024 8:30,1000LUNCUSDT,-0.0252,-10.5005
4/3/2024 8:30,CYBERUSDT,0.0299,-10.4706
4/3/2024 8:30,ZENUSDT,-0.0233,-10.4939
4/3/2024 8:30,PIXELUSDT,-0.0292,-10.5231
4/3/2024 9:00,LINAUSDT,-0.02,-10.5431
4/3/2024 9:30,AMBUSDT,-0.0248,-10.5679
4/3/2024 10:30,LTCUSDT,0.0475,-10.5204
4/3/2024 12:30,TWTUSDT,-0.0227,-10.5431
4/3/2024 13:30,FETUSDT,-0.0233,-10.5664
4/3/2024 17:15,BNTUSDT,-0.0216,-10.588
4/3/2024 17:15,NEOUSDT,-0.0202,-10.6082
4/3/2024 17:15,SANDUSDT,-0.023,-10.6312
4/3/2024 17:15,ZECUSDT,-0.0228,-10.654
4/3/2024 17:15,AVAXUSDT,-0.0218,-10.6758
4/3/2024 17:15,OMUSDT,-0.0254,-10.7012
4/3/2024 17:15,ZENUSDT,-0.0245,-10.7257
4/3/2024 17:15,LRCUSDT,-0.0206,-10.7463
4/3/2024 17:30,QNTUSDT,-0.0209,-10.7672
4/3/2024 17:30,DYDXUSDT,-0.0212,-10.7884
4/3/2024 17:30,MANTAUSDT,-0.0202,-10.8086
4/3/2024 18:00,LTCUSDT,-0.0269,-10.8355
4/3/2024 20:00,ORBSUSDT,-0.02,-10.8555
4/3/2024 20:15,CELOUSDT,-0.02,-10.8755
4/3/2024 20:15,PHBUSDT,-0.0206,-10.8961
4/3/2024 20:30,DUSKUSDT,-0.0264,-10.9225
4/3/2024 20:30,ENJUSDT,-0.0282,-10.9507
4/3/2024 20:30,CHRUSDT,-0.0262,-10.9769
4/3/2024 20:30,ACEUSDT,-0.0277,-11.0046
4/3/2024 20:30,ASTRUSDT,-0.0215,-11.0261
4/3/2024 20:30,BONDUSDT,-0.0219,-11.048
4/3/2024 20:30,SNXUSDT,-0.0227,-11.0707
4/3/2024 20:30,AAVEUSDT,-0.0237,-11.0944
4/3/2024 20:30,MANAUSDT,-0.0266,-11.121
4/3/2024 20:30,MAGICUSDT,-0.0254,-11.1464
4/3/2024 20:30,1INCHUSDT,-0.025,-11.1714
4/3/2024 20:30,PEOPLEUSDT,-0.0289,-11.2003
4/3/2024 20:30,1000SATSUSDT,-0.0272,-11.2275
4/3/2024 20:30,BNTUSDT,-0.0233,-11.2508
4/3/2024 20:30,ENSUSDT,-0.0233,-11.2741
4/3/2024 20:30,EGLDUSDT,-0.0275,-11.3016
4/3/2024 20:30,CVXUSDT,-0.02,-11.3216
4/3/2024 20:30,HOOKUSDT,-0.0242,-11.3458
4/3/2024 20:30,MTLUSDT,-0.0288,-11.3746
4/3/2024 20:30,POWRUSDT,-0.0313,-11.4059
4/3/2024 20:30,DEFIUSDT,-0.0238,-11.4297
4/3/2024 20:30,TRBUSDT,-0.0224,-11.4521
4/3/2024 20:30,API3USDT,-0.0246,-11.4767
4/3/2024 20:30,MOVRUSDT,-0.0237,-11.5004
4/3/2024 20:30,EOSUSDT,-0.0258,-11.5262
4/3/2024 20:30,YFIUSDT,-0.0274,-11.5536
4/3/2024 20:30,BANDUSDT,-0.0211,-11.5747
4/3/2024 20:30,SUSHIUSDT,0.0434,-11.5313
4/3/2024 20:30,ARKUSDT,-0.0264,-11.5577
4/3/2024 20:30,TWTUSDT,-0.0222,-11.5799
4/3/2024 20:30,BLZUSDT,-0.0201,-11.6
4/3/2024 20:30,CELRUSDT,-0.0235,-11.6235
4/3/2024 20:30,ONTUSDT,-0.0265,-11.65
4/3/2024 20:30,THETAUSDT,-0.0252,-11.6752
4/3/2024 20:30,SANDUSDT,-0.0269,-11.7021
4/3/2024 20:30,DYDXUSDT,-0.0259,-11.728
4/3/2024 20:30,ZECUSDT,-0.0285,-11.7565
4/3/2024 20:30,SNTUSDT,-0.0273,-11.7838
4/3/2024 20:30,FLOWUSDT,-0.0229,-11.8067
4/3/2024 20:30,AVAXUSDT,-0.0242,-11.8309
4/3/2024 20:30,JASMYUSDT,-0.0202,-11.8511
4/3/2024 20:30,MINAUSDT,-0.0245,-11.8756
4/3/2024 20:30,OXTUSDT,-0.0282,-11.9038
4/3/2024 20:30,STRKUSDT,-0.0315,-11.9353
4/3/2024 20:30,ADAUSDT,-0.0249,-11.9602
4/3/2024 20:30,HOTUSDT,-0.0291,-11.9893
4/3/2024 20:30,USTCUSDT,-0.03,-12.0193
4/3/2024 20:30,VETUSDT,-0.0246,-12.0439
4/3/2024 20:30,LRCUSDT,-0.0304,-12.0743
4/3/2024 21:00,BTCDOMUSDT,-0.0234,-12.0977
4/3/2024 21:00,TRXUSDT,-0.0233,-12.121
4/4/2024 1:30,AEVOUSDT,-0.0291,-12.1501
4/4/2024 4:00,CTSIUSDT,-0.0208,-12.1709
4/4/2024 7:30,DASHUSDT,0.0486,-12.1223
4/4/2024 7:45,LTCUSDT,-0.022,-12.1443
4/4/2024 9:15,1000PEPEUSDT,-0.0276,-12.1719
4/4/2024 9:45,NEARUSDT,-0.0243,-12.1962
4/4/2024 10:15,AMBUSDT,0.0476,-12.1486
4/4/2024 10:15,1000BONKUSDT,0.0492,-12.0994
4/4/2024 11:00,BLZUSDT,0.0161,-12.0833
4/4/2024 11:15,FETUSDT,0.0311,-12.0522
4/4/2024 11:15,1000BONKUSDT,0.0457,-12.0065
4/4/2024 11:15,SXPUSDT,0.0314,-11.9751
4/4/2024 11:30,IOTAUSDT,0.0411,-11.934
4/4/2024 11:30,EDUUSDT,-0.0248,-11.9588
4/4/2024 11:30,IDUSDT,-0.0229,-11.9817
4/4/2024 11:30,DARUSDT,0.0463,-11.9354
4/4/2024 11:30,IOSTUSDT,0.0459,-11.8895
4/4/2024 11:30,CVXUSDT,0.0468,-11.8427
4/4/2024 11:30,DOGEUSDT,0.0485,-11.7942
4/4/2024 11:30,GMTUSDT,-0.021,-11.8152
4/4/2024 11:30,IMXUSDT,0.0436,-11.7716
4/4/2024 11:30,NTRNUSDT,0.0487,-11.7229
4/4/2024 11:30,ICXUSDT,0.0348,-11.6881
4/4/2024 11:30,GLMUSDT,0.0479,-11.6402
4/4/2024 11:30,DYDXUSDT,-0.021,-11.6612
4/4/2024 11:30,XTZUSDT,0.0477,-11.6135
4/4/2024 11:30,OXTUSDT,0.0491,-11.5644
4/4/2024 12:00,SNXUSDT,-0.0241,-11.5885
4/4/2024 12:00,1000SHIBUSDT,0.0482,-11.5403
4/4/2024 12:00,EGLDUSDT,-0.0227,-11.563
4/4/2024 12:00,BANDUSDT,0.0475,-11.5155
4/4/2024 12:00,CELRUSDT,0.05,-11.4655
4/4/2024 12:00,LOOMUSDT,0.0454,-11.4201
4/4/2024 12:00,ALGOUSDT,-0.0233,-11.4434
4/4/2024 12:15,DYMUSDT,-0.0204,-11.4638
4/4/2024 12:15,AXSUSDT,0.0487,-11.4151
4/4/2024 12:30,XLMUSDT,0.0486,-11.3665
4/4/2024 12:30,ARPAUSDT,-0.0222,-11.3887
4/4/2024 12:30,RUNEUSDT,0.0469,-11.3418
4/4/2024 12:30,JASMYUSDT,0.0368,-11.305
4/4/2024 12:30,ADAUSDT,0.0479,-11.2571
4/4/2024 12:30,VETUSDT,0.0475,-11.2096
4/4/2024 12:30,LRCUSDT,0.0484,-11.1612
4/4/2024 12:45,OPUSDT,-0.0255,-11.1867
4/4/2024 12:45,BNXUSDT,-0.0209,-11.2076
4/4/2024 12:45,ATOMUSDT,-0.0221,-11.2297
4/4/2024 13:00,ETHUSDT,0.0459,-11.1838
4/4/2024 13:00,EOSUSDT,-0.023,-11.2068
4/4/2024 13:00,DASHUSDT,-0.0226,-11.2294
4/4/2024 13:15,ONDOUSDT,-0.0217,-11.2511
4/4/2024 16:00,POWRUSDT,-0.0228,-11.2739
4/4/2024 16:00,LOOMUSDT,-0.023,-11.2969
4/4/2024 16:15,BATUSDT,-0.0207,-11.3176
4/4/2024 16:15,NFPUSDT,-0.0243,-11.3419
4/4/2024 16:15,AAVEUSDT,-0.0226,-11.3645
4/4/2024 16:15,IOSTUSDT,-0.0263,-11.3908
4/4/2024 16:15,1000SHIBUSDT,-0.0261,-11.4169
4/4/2024 16:15,LINAUSDT,-0.0333,-11.4502
4/4/2024 16:15,ONEUSDT,-0.0226,-11.4728
4/4/2024 16:15,ORBSUSDT,-0.0212,-11.494
4/4/2024 16:15,BNBUSDT,-0.0225,-11.5165
4/4/2024 16:15,DEFIUSDT,-0.0261,-11.5426
4/4/2024 16:15,KNCUSDT,-0.022,-11.5646
4/4/2024 16:15,STORJUSDT,-0.0211,-11.5857
4/4/2024 16:15,OXTUSDT,-0.0271,-11.6128
4/4/2024 16:15,C98USDT,-0.0208,-11.6336
4/4/2024 16:15,ALPHAUSDT,0.0467,-11.5869
4/4/2024 16:15,ZILUSDT,-0.0231,-11.61
4/4/2024 16:45,METISUSDT,-0.0217,-11.6317
4/4/2024 17:30,ICXUSDT,-0.0205,-11.6522
4/4/2024 17:30,1000RATSUSDT,0.0176,-11.6346
4/4/2024 17:30,SEIUSDT,-0.0288,-11.6634
4/4/2024 17:30,ACHUSDT,-0.0207,-11.6841
4/4/2024 17:45,AAVEUSDT,-0.026,-11.7101
4/4/2024 17:45,MEMEUSDT,-0.0364,-11.7465
4/4/2024 17:45,SPELLUSDT,-0.0251,-11.7716
4/4/2024 17:45,WAXPUSDT,-0.0329,-11.8045
4/4/2024 17:45,SLPUSDT,-0.029,-11.8335
4/4/2024 17:45,STMXUSDT,-0.0218,-11.8553
4/4/2024 17:45,SUPERUSDT,-0.0236,-11.8789
4/4/2024 17:45,DENTUSDT,-0.0281,-11.907
4/4/2024 17:45,RUNEUSDT,-0.0268,-11.9338
4/4/2024 17:45,LOOMUSDT,-0.024,-11.9578
4/4/2024 17:45,SANDUSDT,-0.0239,-11.9817
4/4/2024 17:45,AVAXUSDT,-0.0227,-12.0044
4/4/2024 17:45,STRKUSDT,-0.0244,-12.0288
4/4/2024 17:45,ZENUSDT,-0.0227,-12.0515
4/4/2024 17:45,ZILUSDT,-0.0216,-12.0731
4/4/2024 19:15,SKLUSDT,-0.0296,-12.1027
4/4/2024 22:45,JTOUSDT,0.049,-12.0537
4/4/2024 23:15,LDOUSDT,0.0266,-12.0271
4/5/2024 0:00,MAVUSDT,-0.0349,-12.062
4/5/2024 0:00,AGLDUSDT,0.0471,-12.0149
4/5/2024 0:00,OGNUSDT,-0.0234,-12.0383
4/5/2024 0:15,RUNEUSDT,0.0474,-11.9909
4/5/2024 1:15,AGIXUSDT,0.0465,-11.9444
4/5/2024 1:15,AXLUSDT,0.0429,-11.9015
4/5/2024 1:30,BICOUSDT,0.049,-11.8525
4/5/2024 4:30,CAKEUSDT,-0.0232,-11.8757
4/5/2024 4:30,QNTUSDT,-0.0214,-11.8971
4/5/2024 4:30,GRTUSDT,-0.0201,-11.9172
4/5/2024 4:30,EDUUSDT,-0.02,-11.9372
4/5/2024 4:30,AMBUSDT,-0.022,-11.9592
4/5/2024 4:30,AIUSDT,0.0414,-11.9178
4/5/2024 4:30,ALTUSDT,-0.0227,-11.9405
4/5/2024 4:30,FETUSDT,-0.0247,-11.9652
4/5/2024 4:30,NMRUSDT,0.0457,-11.9195
4/5/2024 4:30,OPUSDT,0.049,-11.8705
4/5/2024 4:30,MEMEUSDT,-0.0344,-11.9049
4/5/2024 4:30,ONEUSDT,-0.0258,-11.9307
4/5/2024 4:30,POLYXUSDT,0.0435,-11.8872
4/5/2024 4:30,DOGEUSDT,-0.0212,-11.9084
4/5/2024 4:30,ARUSDT,-0.0218,-11.9302
4/5/2024 4:30,METISUSDT,0.0483,-11.8819
4/5/2024 4:30,POWRUSDT,-0.0241,-11.906
4/5/2024 4:30,IMXUSDT,0.0488,-11.8572
4/5/2024 4:30,NTRNUSDT,-0.0218,-11.879
4/5/2024 4:30,AGLDUSDT,-0.0223,-11.9013
4/5/2024 4:30,VANRYUSDT,-0.0229,-11.9242
4/5/2024 4:30,SOLUSDT,0.0408,-11.8834
4/5/2024 4:30,MOVRUSDT,0.0449,-11.8385
4/5/2024 4:30,BANDUSDT,-0.0224,-11.8609
4/5/2024 4:30,SUIUSDT,0.0451,-11.8158
4/5/2024 4:30,ROSEUSDT,-0.0268,-11.8426
4/5/2024 4:30,PYTHUSDT,0.0472,-11.7954
4/5/2024 4:30,SNTUSDT,-0.0217,-11.8171
4/5/2024 4:30,FLOWUSDT,-0.0209,-11.838
4/5/2024 4:30,DODOXUSDT,-0.0236,-11.8616
4/5/2024 4:30,MINAUSDT,-0.0262,-11.8878
4/5/2024 4:30,CYBERUSDT,-0.021,-11.9088
4/5/2024 4:30,VETUSDT,0.0446,-11.8642
4/5/2024 5:00,XVGUSDT,-0.0228,-11.887
4/5/2024 5:00,BEAMXUSDT,0.0458,-11.8412
4/5/2024 5:00,BLURUSDT,-0.0242,-11.8654
4/5/2024 5:00,RUNEUSDT,-0.0274,-11.8928
4/5/2024 5:00,SUSHIUSDT,-0.0243,-11.9171
4/5/2024 5:00,TWTUSDT,-0.0206,-11.9377
4/5/2024 5:00,ATOMUSDT,-0.022,-11.9597
4/5/2024 5:00,ZECUSDT,-0.0221,-11.9818
4/5/2024 5:00,OXTUSDT,-0.0215,-12.0033
4/5/2024 5:00,CTSIUSDT,-0.0224,-12.0257
4/5/2024 5:15,AAVEUSDT,-0.0216,-12.0473
4/5/2024 5:15,GASUSDT,-0.024,-12.0713
4/5/2024 5:15,DOTUSDT,-0.0234,-12.0947
4/5/2024 5:15,KAVAUSDT,-0.0244,-12.1191
4/5/2024 5:15,LDOUSDT,-0.0228,-12.1419
4/5/2024 5:15,LINKUSDT,-0.0217,-12.1636
4/5/2024 5:15,ADAUSDT,-0.0254,-12.189
4/5/2024 9:00,CVXUSDT,-0.0204,-12.2094
4/5/2024 10:15,TIAUSDT,-0.0237,-12.2331
4/5/2024 10:15,KAVAUSDT,-0.0231,-12.2562
4/5/2024 11:45,QNTUSDT,-0.0236,-12.2798
4/5/2024 11:45,SSVUSDT,-0.0211,-12.3009
4/5/2024 11:45,ICPUSDT,-0.0204,-12.3213
4/5/2024 11:45,FETUSDT,-0.0213,-12.3426
4/5/2024 11:45,GASUSDT,-0.022,-12.3646
4/5/2024 11:45,WAXPUSDT,-0.0239,-12.3885
4/5/2024 11:45,XEMUSDT,-0.0268,-12.4153
4/5/2024 11:45,HOOKUSDT,-0.0208,-12.4361
4/5/2024 11:45,NEOUSDT,-0.0288,-12.4649
4/5/2024 11:45,HBARUSDT,-0.0272,-12.4921
4/5/2024 11:45,DOTUSDT,-0.022,-12.5141
4/5/2024 11:45,COMBOUSDT,-0.0245,-12.5386
4/5/2024 11:45,SXPUSDT,-0.0228,-12.5614
4/5/2024 11:45,YFIUSDT,-0.0227,-12.5841
4/5/2024 11:45,IDEXUSDT,-0.0242,-12.6083
4/5/2024 11:45,ACHUSDT,-0.0239,-12.6322
4/5/2024 11:45,RLCUSDT,-0.022,-12.6542
4/5/2024 11:45,CTSIUSDT,-0.0215,-12.6757
4/5/2024 11:45,VETUSDT,-0.0229,-12.6986
4/5/2024 13:15,MKRUSDT,0.0478,-12.6508
4/5/2024 15:15,MKRUSDT,0.0477,-12.6031
4/5/2024 18:15,BLURUSDT,-0.0212,-12.6243
4/5/2024 18:45,FLOWUSDT,-0.02,-12.6443
4/5/2024 19:00,DUSKUSDT,-0.021,-12.6653
4/5/2024 19:00,QTUMUSDT,-0.023,-12.6883
4/5/2024 19:00,STORJUSDT,-0.0205,-12.7088
4/5/2024 20:15,BALUSDT,-0.02,-12.7288
4/5/2024 20:15,1000RATSUSDT,-0.0253,-12.7541
4/5/2024 20:15,YFIUSDT,-0.0228,-12.7769
4/5/2024 20:15,KSMUSDT,-0.0206,-12.7975
4/5/2024 20:30,AMBUSDT,-0.0397,-12.8372
4/5/2024 21:15,HBARUSDT,0.0445,-12.7927
4/5/2024 21:15,ETHWUSDT,-0.0244,-12.8171
4/5/2024 21:15,RUNEUSDT,-0.0275,-12.8446
4/6/2024 0:00,HIFIUSDT,0.0081,-12.8365
4/6/2024 0:00,CELRUSDT,-0.0238,-12.8603
4/6/2024 2:45,WLDUSDT,-0.0292,-12.8895
4/6/2024 3:00,EGLDUSDT,0.0438,-12.8457
4/6/2024 3:00,AVAXUSDT,0.0456,-12.8001
4/6/2024 3:15,MEMEUSDT,-0.0221,-12.8222
4/6/2024 3:15,POWRUSDT,-0.0211,-12.8433
4/6/2024 3:15,XAIUSDT,0.0466,-12.7967
4/6/2024 4:00,WAXPUSDT,-0.0203,-12.817
4/6/2024 5:00,CAKEUSDT,0.0409,-12.7761
4/6/2024 5:00,ENJUSDT,-0.0221,-12.7982
4/6/2024 5:00,RONINUSDT,-0.0233,-12.8215
4/6/2024 5:00,BALUSDT,-0.0332,-12.8547
4/6/2024 5:00,IOTAUSDT,-0.0293,-12.884
4/6/2024 5:00,NFPUSDT,-0.0272,-12.9112
4/6/2024 5:00,WAXPUSDT,-0.0287,-12.9399
4/6/2024 5:00,GTCUSDT,-0.0235,-12.9634
4/6/2024 5:00,ORBSUSDT,-0.0217,-12.9851
4/6/2024 5:00,IMXUSDT,-0.0244,-13.0095
4/6/2024 5:00,DOTUSDT,-0.0268,-13.0363
4/6/2024 5:00,KNCUSDT,-0.0311,-13.0674
4/6/2024 5:00,ILVUSDT,-0.023,-13.0904
4/6/2024 5:00,REEFUSDT,-0.0244,-13.1148
4/6/2024 5:00,KAVAUSDT,0.0428,-13.072
4/6/2024 5:00,BANDUSDT,-0.0255,-13.0975
4/6/2024 5:00,AXSUSDT,-0.0233,-13.1208
4/6/2024 5:00,SNTUSDT,-0.0243,-13.1451
4/6/2024 5:00,ALGOUSDT,-0.0266,-13.1717
4/6/2024 5:00,ZENUSDT,-0.0203,-13.192
